question,answer,link
"Identify the tennis player who has won an Olympic gold medal in singles and bronze in doubles, representing Serbia at the Summer Games.",Novak Djokovic,https://en.wikipedia.org/wiki/Novak_Djokovic
What is the hottest desert in the world?,Sahara,https://en.wikipedia.org/wiki/Sahara
"Who, in addition to his solo career, collaborated with artists like The Band and participated in the supergroup Traveling Wilburys?",Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan
In what town was Michael Foot born?,Plymouth,https://en.wikipedia.org/wiki/Plymouth
Name the handheld instrument that is often made of metal or plastic and is popular in comedic musical performances.,Kazoo,https://en.wikipedia.org/wiki/Kazoo
"Which Lovecraftian horror is often depicted with an octopus-like head, scaly, rubbery body, and wings?",Cthulhu,https://en.wikipedia.org/wiki/Cthulhu
Identify the all-time leading scorer for the Portugal national football team.,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
Suffering is a central concept in what religion?,Buddhism,https://en.wikipedia.org/wiki/Buddhism
"Name the state that is famous for the Los Alamos National Laboratory, where the atomic bomb was developed during World War II.",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
"Name the creative mind behind characters like Mario, Link, and Donkey Kong, who have become cultural icons beyond the realm of gaming.",Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
"Identify the singer who has won multiple Grammy Awards, including Best New Artist in 2000.",Christina Aguilera,https://en.wikipedia.org/wiki/Christina_Aguilera
"Where is the Vatican City located, an independent city-state surrounded by Rome and the spiritual center of the Catholic Church?",Italy,https://en.wikipedia.org/wiki/Italy
Name the player who played a crucial role in popularizing chess in the United States in the 1970s.,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
"Identify the band known for their mascot, 'Eddie,' featured on album covers and in live shows.",Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Name the show that features the iconic quote 'I am the one who knocks!' as the main character embraces his new identity in the drug trade.,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
"What mathematical concept expresses the relationship a² + b² = c², where 'c' represents the length of the hypotenuse in a right-angled triangle?",Pythagorean theorem,https://en.wikipedia.org/wiki/Pythagorean_theorem
Who is the fictional character portrayed by Aaron Paul in the television series 'Breaking Bad'?,Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
"Who is the pioneer of the cosmic horror genre, characterized by a focus on the cosmic and the unknown?",H. P. Lovecraft,https://en.wikipedia.org/wiki/H._P._Lovecraft
Who is often considered one of the greatest football players of all time?,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi
"Identify the actor who played the role of Dr. Robert Ford in the television series 'Westworld,' earning critical acclaim for his performance.",Anthony Hopkins,https://en.wikipedia.org/wiki/Anthony_Hopkins
What TV series follows the rise and fall of Walter White's drug empire?,Breaking Bad,https://en.wikipedia.org/wiki/Breaking_Bad
"What Star Wars character is known for his unique syntax, often rearranging the words in his sentences?",Yoda,https://en.wikipedia.org/wiki/Yoda
"Name the manga that has introduced a vast array of Devil Fruits, granting various superhuman abilities.",One Piece,https://en.wikipedia.org/wiki/One_Piece
"What company, headquartered in Cupertino, California was founded in 1976?",Apple,https://en.wikipedia.org/wiki/Apple_Inc.
"What fictional superhero, created by Joe Simon and Jack Kirby, is often referred to as the 'Star-Spangled Avenger'?",Captain America,https://en.wikipedia.org/wiki/Captain_America
Whih British metal band released the acclaimed album 'Powerslave' in 1984?,Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Who was an American modernist poet and critic associated with the early 20th-century literary movement called Imagism?,Ezra Pound,https://en.wikipedia.org/wiki/Ezra_Pound
"Name the character known for her intelligence, hard work, and dedication to her studies at Hogwarts School of Witchcraft and Wizardry.",Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
"What French football club, founded in 1899, is commonly referred to as 'OM' and has a rich history, including winning the UEFA Champions League?",Olympique de Marseille,https://en.wikipedia.org/wiki/Olympique_de_Marseille
Which city is often referred to as Australia's garden city?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
Name the Nobel Peace Prize winner from 1993 who played a key role in ending apartheid and establishing a democratic South Africa.,Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
Which country won the FIFA World Cup in 1966?,England,https://en.wikipedia.org/wiki/England
"What South American country is known for its vibrant Carnival celebrations, including the Rio Carnival?",Brazil,https://en.wikipedia.org/wiki/Brazil
"Who is known for hits like 'U Got It Bad,' 'My Boo,' and 'DJ Got Us Fallin' in Love'?",Usher,https://en.wikipedia.org/wiki/Usher_(musician)
What city is often referred to as 'The Big Apple'?,New York City,https://en.wikipedia.org/wiki/New_York_City
What Pokémon is known for its signature move 'Thunderbolt'?,Pikachu,https://en.wikipedia.org/wiki/Pikachu
What influential Japanese video game designer and producer is often referred to as the 'Father of Modern Video Gaming'?,Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
"Name the operating system that has undergone multiple version releases, with each iteration named after a dessert or sweet treat.",Android,https://en.wikipedia.org/wiki/Android_(operating_system)
"Where can you find the bustling Chatuchak Weekend Market, one of the largest markets in the world?",Bangkok,https://en.wikipedia.org/wiki/Bangkok
"Name the fundamental principle that relates the three sides of a right triangle, enabling the calculation of an unknown side when the other two are known.",Pythagorean theorem,https://en.wikipedia.org/wiki/Pythagorean_theorem
Identify the artist behind the critically acclaimed album 'My Beautiful Dark Twisted Fantasy.',Kanye West,https://en.wikipedia.org/wiki/Kanye_West
"Name the character who is often seen enjoying his favorite beverage, Duff Beer, at Moe's Tavern.",Homer Simpson,https://en.wikipedia.org/wiki/Homer_Simpson
Name the Welsh actor whose performance in 'The Elephant Man' earned him an Academy Award nomination for Best Supporting Actor.,Anthony Hopkins,https://en.wikipedia.org/wiki/Anthony_Hopkins
"Which volcano had its last major eruption in 1980, beeing the deadliest volcanic event in U.S. history?"," https://en.wikipedia.org//w/index.php?title=Mount_St._Helens""",
"What company is known for its acquisition of major entertainment brands, including Marvel Entertainment and Lucasfilm?",Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
What is the birthplace of the legendary Formula One driver Niki Lauda?,Austria,https://en.wikipedia.org/wiki/Austria
"What comic book company is associated with the Justice Society of America, the Legion of Super-Heroes, and the Suicide Squad?",DC Comics,https://en.wikipedia.org/wiki/DC_Comics
"Which individual is honored on October 2nd every year, the International Day of Non-Violence?",Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
Identify the historic park that was designed by Frederick Law Olmsted and Calvert Vaux in the 19th century.,Central Park,https://en.wikipedia.org/wiki/Central_Park
"Identify the baseball team that had a historic 35–5 start to the 1984 season, en route to a World Series title.",Detroit Tigers,https://en.wikipedia.org/wiki/Detroit_Tigers
What Harry Potter character is a close friend to Harry and Ron and often serves as the voice of reason among the trio?,Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
Identify the city that hosted the first Winter Youth Olympics in 2012.,Innsbruck,https://en.wikipedia.org/wiki/Innsbruck
Identify the character who trains Luke Skywalker in the ways of the Force on the planet Dagobah.,Yoda,https://en.wikipedia.org/wiki/Yoda
What series features a unique opening sequence set to the song 'Boss of Me' by They Might Be Giants?,Malcolm in the Middle,https://en.wikipedia.org/wiki/Malcolm_in_the_Middle
Which automotive brand is recognized for its iconic kidney grille design on the front of its vehicles?,BMW,https://en.wikipedia.org/wiki/BMW
Name the comedy group that created the animated segments featuring the distinctive cut-out animations of Terry Gilliam.,Monty Python,https://en.wikipedia.org/wiki/Monty_Python
Identify the Jedi who discovers the secret clone army and takes on the name 'Ben' while in exile.,Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
"What critically acclaimed action-adventure video game, developed by Naughty Dog, features a post-apocalyptic world overrun by infected creatures?",The Last of Us,https://en.wikipedia.org/wiki/The_Last_of_Us
"Name the player who refused to defend his World Chess Championship title in 1975, leading to forfeit.",Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
What character welcomes Charlie Bucket and other children to his factory with a golden ticket invitation?,Willy Wonka,https://en.wikipedia.org/wiki/Willy_Wonka
Identify the influential figure known for his work on dream analysis and the interpretation of dreams.,Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
"Identify the entertainer who hosted the Tony Awards four times (2009, 2011, 2012, 2013) and the Emmy Awards twice.",Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris
"Who is the pink character known for his laid-back personality, simple-mindedness, and humorous interactions with his friends in Bikini Bottom?",Patrick Star,https://en.wikipedia.org/wiki/Patrick_Star
Name the network that is often associated with the slogan 'It's not TV. It's ....',HBO,https://en.wikipedia.org/wiki/HBO
What is the most populous city in the United States?,New York City,https://en.wikipedia.org/wiki/New_York_City
"Identify the character who, after the events of the Harry Potter series, becomes the Deputy Head of the Department of Magical Law Enforcement.",Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
"What Harry Potter character is married to Ron Weasley and has two children, Rose and Hugo?",Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
Identify the supersoldier protagonist who is part of the SPARTAN-II program and wears a distinctive green power armor suit.,Master Chief,https://en.wikipedia.org/wiki/Master_Chief_(Halo)
"Name the actor who received widespread recognition for his portrayal of a character undergoing a profound transformation, from a mild-mannered teacher to a complex antihero.",Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston
Identify the CEO who has been a vocal advocate for artificial intelligence ethics and co-founded OpenAI.,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
Who is the Wookiee co-pilot and loyal companion of Han Solo in the Star Wars universe?,Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
Name the player whose 'Goal of the Century' in the 1986 World Cup match against England.,Diego Maradona,https://en.wikipedia.org/wiki/Diego_Maradona
What movie features Bill Skarsgård portraying an evil clown?,It,https://en.wikipedia.org/wiki/It_(2017_film)
Name the team that achieved a historic sextuple in the 2008-2009 season by winning six major trophies.,FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
"What Star Wars character famously utters the line, 'You were the chosen one!' during a lightsaber duel?",Obi-Wan Kenobi,https://en.wikipedia.org/wiki/Obi-Wan_Kenobi
"Who is the American singer, songwriter, and dancer born in 1978 known for his contributions to R&B and hip-hop?",Usher,https://en.wikipedia.org/wiki/Usher_(musician)
"Identified as a gas giant, what is the name of the largest planet in our solar system?",Jupiter,https://en.wikipedia.org/wiki/Jupiter
"What movie, set against the backdrop of excess and financial crimes, features Jonah Hill as Jordan Belfort's business partner?",The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
Name the American medical comedy-drama television series that premiered in 2001.,Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
Identify the politician who delivered the famous 'Tear down this wall!' speech at the Brandenburg Gate in West Berlin.,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"What biblical figure is traditionally credited with writing the first five books of the Hebrew Bible, known as the Torah or Pentateuch?",Moses,https://en.wikipedia.org/wiki/Moses
Identify the console that introduced 3D graphics and analog stick controls to the mainstream gaming audience.,Nintendo 64,https://en.wikipedia.org/wiki/Nintendo_64
Name the Swedish striker who is often considered one of the best forwards of his generation.,Zlatan Ibrahimović,https://en.wikipedia.org/wiki/Zlatan_Ibrahimovi%C4%87
"Who is the iconic fashion doll character that was introduced by the American toy company Mattel, Inc. in 1959?",Barbie,https://en.wikipedia.org/wiki/Barbie
Identify the show where Jane Kaczmarek plays the strong-willed and assertive mother of the Wilkerson family.,Malcolm in the Middle,https://en.wikipedia.org/wiki/Malcolm_in_the_Middle
Name the character whose origin story involves training with the League of Shadows and honing his physical and mental abilities to peak human condition.,Batman,https://en.wikipedia.org/wiki/Batman
Which U.S. leader faced criticism for his response to the HIV/AIDS epidemic?,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Name the rapper and producer who released the album '808s & Heartbreak,' showcasing a shift in musical style.",Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Name the lawyer who attracts clients seeking legal representation for various illicit activities in 'Breaking Bad.',Saul Goodman,https://en.wikipedia.org/wiki/Saul_Goodman
"Who, in addition to his basketball achievements, won an Academy Award for his animated short film 'Dear Basketball' in 2018?",Kobe Bryant,https://en.wikipedia.org/wiki/Kobe_Bryant
What is the most populous geographic county in the UK?,Lancashire,https://en.wikipedia.org/wiki/Lancashire
"What iconic series is associated with the character Link's signature green tunic, pointed hat, and the Triforce symbol?",The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda
"What ancient faith is often associated with the concept of samsara, the cycle of birth, death, and rebirth, driven by the law of karma?",Hinduism,https://en.wikipedia.org/wiki/Hinduism
Identify the band that played a significant role in the British Invasion of the United States in the 1960s.,The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
Which religious movement was founded in the early 1950s by science fiction writer L. Ron Hubbard?,Scientology,https://en.wikipedia.org/wiki/Scientology
"In which world religion are festivals like Diwali, Holi, and Navaratri?",Hinduism,https://en.wikipedia.org/wiki/Hinduism
Who were the warriors of feudal Japan known for their code of honor?,Samurai,https://en.wikipedia.org/wiki/Samurai
"Who is the actor known for his enthusiastic and comedic performances as a host, including at the Oscars 2010?",Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris
What is the lead single from Ringo Star's 1973 album Ringo?,Photograph,https://en.wikipedia.org//w/index.php?title=Photograph_(Ringo_Starr_song)
"What is the abbreviation for Home Box Office, a prominent American premium cable and streaming service?",HBO,https://en.wikipedia.org/wiki/HBO
What artist received the Presidential Medal of Freedom from President Barack Obama in 2012?,Bob Dylan,https://en.wikipedia.org/wiki/Bob_Dylan
What historical figure is often credited with being the first Englishman to circumnavigate the globe and for his contributions to the defeat of the Spanish Armada?,Francis Drake,https://en.wikipedia.org/wiki/Francis_Drake
"Name the British band that has sold over 240 million records worldwide, making them one of the best-selling music artists in history.",The Rolling Stones,https://en.wikipedia.org/wiki/The_Rolling_Stones
"In which city is the Wat Pho temple, home to the reclining Buddha?",Bangkok,https://en.wikipedia.org/wiki/Bangkok
What is the largest and deepest ocean on Earth?,Pacific Ocean,https://en.wikipedia.org/wiki/Pacific_Ocean
"Which Queen song, released in 1977, became an anthem for victory and triumph?",We Are the Champions,https://en.wikipedia.org/wiki/We_Are_the_Champions
"What 'Breaking Bad' character is known for his flashy advertisements, cheesy commercials, and the tagline 'You don’t need a criminal lawyer. You need a criminal lawyer.'?",Saul Goodman,https://en.wikipedia.org/wiki/Saul_Goodman
"Which massive planet has a strong system of rings, though not as prominent as Saturn's?",Jupiter,https://en.wikipedia.org/wiki/Jupiter
Which character is voiced by Bill Fagerbakke in the animated series SpongeBob SquarePants?,Patrick Star,https://en.wikipedia.org/wiki/Patrick_Star
Name the creator who held the record for the most subscribed YouTube channel for several years.,PewDiePie,https://en.wikipedia.org/wiki/PewDiePie
"Identify the athlete who has won the Laureus Sportswoman of the Year award in 2003, 20010, 2016 and 2018.",Serena Williams,https://en.wikipedia.org/wiki/Serena_Williams
"Identify the film in which Margot Robbie portrays Naomi Lapaglia, the main character's second wife.",The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
Who was the Spanish painter and sculptor known for co-founding the Cubist movement alongside Georges Braque?,Pablo Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso
What language is the sacred language of Hinduism?,Sanskrit,https://en.wikipedia.org/wiki/Sanskrit
In which European country can you visit the historic Cloth Hall in Krakow's Main Market Square?,Poland,https://en.wikipedia.org/wiki/Poland
Identify the writer of the classic high fantasy novels 'The Hobbit' and 'The Lord of the Rings.',Tolkien,https://en.wikipedia.org/wiki/J._R._R._Tolkien
Where is the Christial Science Monitor headquarters?,Boston,https://en.wikipedia.org/wiki/Boston
Who is considered to be the greatest male super-G racer of all time with 24 World Cup victories?,Hermann Maier,https://en.wikipedia.org/wiki/Hermann_Maier
"Known for its immense size, which planet is primarily composed of hydrogen and helium?",Jupiter,https://en.wikipedia.org/wiki/Jupiter
Which city is home to the Statue of Liberty and Ellis Island?,New York City,https://en.wikipedia.org/wiki/New_York_City
What handheld device is commonly depicted in movies when showing radiation detection?,Geiger counter,https://en.wikipedia.org/wiki/Geiger_counter
Identify the explorer who served as vice admiral and second-in-command of the English fleet during the defeat of the Spanish Armada in 1588.,Francis Drake,https://en.wikipedia.org/wiki/Francis_Drake
"Which nation is renowned for its delicious pastries, such as strudels and Sachertorte?",Austria,https://en.wikipedia.org/wiki/Austria
Who was a key figure in negotiations that led to the independence of India in 1947 and the creation of Pakistan?,Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
"Name the country that has Hagia Sophia, a historic cathedral turned mosque turned museum, located in its largest city.",Turkey,https://en.wikipedia.org/wiki/Turkey
"Identify the football player who was drafted in the sixth round of the 2000 NFL Draft, an unlikely start to a Hall of Fame career.",Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
"What famous Roman landmark was used for gladiatorial contests, animal hunts, and mock sea battles?",Colosseum,https://en.wikipedia.org/wiki/Colosseum
"Who is the husband of reality TV star Kim Kardashian, known for his high-profile relationships?",Kanye West,https://en.wikipedia.org/wiki/Kanye_West
"What rapper, born in 1972, is regarded as one of the greatest and most influential artists in the history of rap music?",Eminem,https://en.wikipedia.org/wiki/Eminem
Identify the artist who co-founded the record label GOOD Music and has produced for various artists.,Kanye West,https://en.wikipedia.org/wiki/Kanye_West
"What browser, often praised for its commitment to user privacy, was first released in 2002?",Firefox,https://en.wikipedia.org/wiki/Firefox
What is the most populous city in Texas?,Houston,https://en.wikipedia.org/wiki/Houston
Who was the Carthaginian general known for his role in the Second Punic War against Rome?,Hannibal,https://en.wikipedia.org/wiki/Hannibal
"In which major world religion will you find concepts such as karma, dharma, and moksha as central tenets of its spiritual philosophy?",Hinduism,https://en.wikipedia.org/wiki/Hinduism
Name the artist who released the hit single 'Genie in a Bottle' that topped the charts in the late 1990s.,Christina Aguilera,https://en.wikipedia.org/wiki/Christina_Aguilera
What iconic space opera franchise was created by George Lucas?,Star Wars,https://en.wikipedia.org/wiki/Star_Wars
Who is known for calculating an accurate approximation of pi in ancient Greece?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
Which ocean on Earth covers more than 63 million square miles?,Pacific Ocean,https://en.wikipedia.org/wiki/Pacific_Ocean
What country is the second most religious in the European Union?,Cyprus,https://en.wikipedia.org/wiki/Cyprus
Name the witch who is portrayed by Emma Watson in the film adaptations of the Harry Potter series.,Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
"What movie, known for its intricate plot and visual effects, revolves around the idea of planting an idea in someone's mind?",Inception,https://en.wikipedia.org/wiki/Inception
"Name the political figure who was affectionately known by his Xhosa clan name, 'Madiba,' and was a symbol of the fight against racial oppression.",Nelson Mandela,https://en.wikipedia.org/wiki/Nelson_Mandela
Identify the fictional world in which the story of a young pirate with a stretchy body and his diverse crew unfolds.,One Piece,https://en.wikipedia.org/wiki/One_Piece
Name the musical instrument that produces a buzzing sound when the player hums or speaks into it.,Kazoo,https://en.wikipedia.org/wiki/Kazoo
What game are they playing in James Bond 007: Casino Royale?,https://en.wikipedia.org/wiki/Baccarat,
"What is the giant planet with a rotation period of about 9.9 hours, the shortest of all the planets?",Jupiter,https://en.wikipedia.org/wiki/Jupiter
What character is known for her advocacy for the rights of house-elves and her efforts to improve their treatment in the wizarding world?,Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
Identify the company that develops ERP (Enterprise Resource Planning) software used by organizations worldwide.,SAP,https://en.wikipedia.org/wiki/SAP
"What iconic video game character, known for his blue color and red shoes, was introduced by Sega in 1991?",Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
"Name the hedgehog who has starred in numerous video game titles, with notable releases on Sega Genesis, Sega Dreamcast, and modern gaming platforms.",Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
Identify the individual who chaired the White House Coronavirus Task Force during the COVID-19 pandemic in 2020.,Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
"Identify the blue hedgehog who is often accompanied by his friends Tails, Knuckles, Amy, and other characters in various game titles.",Sonic the Hedgehog,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog
"Which American poet born in 1885 spent much of his life in Europe, particularly in Italy?",Ezra Pound,https://en.wikipedia.org/wiki/Ezra_Pound
Which Greek mathematician determined the volume of irregularly shaped objects using water displacement?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
Who was named the PFA Young Player of the Year in 2005 and the FWA Footballer of the Year in 2010?,Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
"Who is the Welsh actor known for his portrayal of Hannibal Lecter in 'The Silence of the Lambs,' a role for which he won the Academy Award for Best Actor?",Anthony Hopkins,https://en.wikipedia.org/wiki/Anthony_Hopkins
Name the comedic actor who gained fame for his roles in 'Airplane!' and 'The Naked Gun' trilogy.,Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
Identify the visionary CEO who founded SpaceX.,Elon Musk,https://en.wikipedia.org/wiki/Elon_Musk
"Which artist, born in 1881, is often regarded as one of the most influential figures in 20th-century art.",Pablo Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso
"What Star Wars character provides guidance to Luke Skywalker, including the famous advice 'Do or do not, there is no try.'?",Yoda,https://en.wikipedia.org/wiki/Yoda
Who is considered one of the greatest chess players of all time for his strategic brilliance?,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
Name the film that depicts the rise and fall of Jordan Belfort's career during the late 1980s and early 1990s.,The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
"What handheld gaming console, released by Nintendo in 1989, became one of the most iconic and successful gaming devices of its time?",Game Boy,https://en.wikipedia.org/wiki/Game_Boy
"What legendary NBA player, known for his scoring prowess, played his entire 20-season career with the Los Angeles Lakers?",Kobe Bryant,https://en.wikipedia.org/wiki/Kobe_Bryant
"What Middle Eastern country is known for its capital city, Riyadh?",Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia
"Which British metal band released the album 'Somewhere in Time,' incorporating synthesizers in 1986?",Iron Maiden,https://en.wikipedia.org/wiki/Iron_Maiden
Name the Roman dictator who was declared dictator perpetuo ('dictator in perpetuity') in 44 BC.,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
"What anime and manga, with its 'Grand Line' setting and the concept of 'nakama' (comrades), has become a cultural phenomenon?",One Piece,https://en.wikipedia.org/wiki/One_Piece
Which network is the home to the annual Primetime Emmy Awards ceremony?,HBO,https://en.wikipedia.org/wiki/HBO
Name the shared film universe that introduced Gal Gadot as Wonder Woman in the 2016 film of the same name.,DC Extended Universe,https://en.wikipedia.org/wiki/DC_Extended_Universe
Which rapper and producer famously interrupted Taylor Swift's acceptance speech at the MTV VMAs in 2009?,Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Who is the American football quarterback widely considered one of the greatest of all time?,Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
What ancient military strategist is remembered for his tactical brilliance in battles like Cannae?,Hannibal,https://en.wikipedia.org/wiki/Hannibal
What is the name of the frog that originated in a comic by Matt Furie and later became a meme?,Pepe the Frog,https://en.wikipedia.org/wiki/Pepe_the_Frog
"Identify the superhero who is frozen in ice and later thawed out in the modern era, adjusting to the changes in the world.",Captain America,https://en.wikipedia.org/wiki/Captain_America
"Name the superhero who is a symbol of patriotism and duty, often depicted with a circular vibranium shield.",Captain America,https://en.wikipedia.org/wiki/Captain_America
Which country is called the 'Giant of Africa'?,Nigeria,https://en.wikipedia.org/wiki/Nigeria
Name the medical comedy series known for its unique narrative style and use of fantasy sequences.,Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
"What character, first appearence in 1985, is often seen cheering for Mario in sports and racing games?",Toad,https://en.wikipedia.org/wiki/Toad_(Nintendo)
Which was the final state to join the Confederacy before Civil War fighting started?,Tennessee,https://en.wikipedia.org/wiki/Tennessee
"Name the towering peak that reaches an elevation of 29,032 feet (8,848 meters) above sea level at its summit.",Mount Everest,https://en.wikipedia.org/wiki/Mount_Everest
Name the Grammy-winning rapper who rose to fame with albums like 'The Slim Shady LP' and 'The Marshall Mathers LP.',Eminem,https://en.wikipedia.org/wiki/Eminem
"What Marvel character is often associated with the battle cry 'Avengers, assemble!' as the leader of the superhero team?",Captain America,https://en.wikipedia.org/wiki/Captain_America
"Which rapper released the album 'Yeezus' in 2013, known for its experimental and industrial sound?",Kanye West,https://en.wikipedia.org/wiki/Kanye_West
Name the expansive green space that serves as a recreational oasis for residents and visitors in the bustling metropolis of New York.,Central Park,https://en.wikipedia.org/wiki/Central_Park
"Who is the current Prime Minister of the United Kingdom, as of 2023?",Boris Johnson,https://en.wikipedia.org/wiki/Boris_Johnson
"Name the southwestern state that shares borders with Texas, Arizona, Colorado and Utah.",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
Where is the fashion capital Milan located?,Italy,https://en.wikipedia.org/wiki/Italy
What iconic fantasy franchise includes characters like Frodo Baggins and Aragorn?,The Lord of the Rings,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings
"What state is renowned for its unique cuisine, including dishes like green chile stew and sopapillas?",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
Which country is known for the unique rock formations in Cappadocia and the hot air balloon rides over its landscapes?,Turkey,https://en.wikipedia.org/wiki/Turkey
Which Austrian physician is known for his theories on the role of sexuality in human psychology?,Sigmund Freud,https://en.wikipedia.org/wiki/Sigmund_Freud
Which Argentine footballer has won more than two FIFA Ballon d'Or awards?,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi
"Name the composer who wrote classic Beatles songs such as 'Hey Jude,' 'Let It Be,' and 'Yesterday.'",Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
"What is the name of the simple, non-tuned instrument that produces a buzzing sound by vibrating a membrane?",Kazoo,https://en.wikipedia.org/wiki/Kazoo
"Name the leader who initiated the Dandi March, covering a distance of 241 miles to protest the British salt monopoly.",Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
What is the name of the planet that has the most significant magnetic field in our solar system?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
Which political figure served as a member of the U.S. House of Representatives from 2001 to 2013?,Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
"What NBA player became the youngest player in league history to reach 30,000 career points?",Kobe Bryant,https://en.wikipedia.org/wiki/Kobe_Bryant
What Japanese designer and producer joined Nintendo in the late 1970s and has since become one of the most recognizable figures in the gaming industry?,Shigeru Miyamoto,https://en.wikipedia.org/wiki/Shigeru_Miyamoto
Who was awarded the Bollingen Prize for Poetry in 1949?,Ezra Pound,https://en.wikipedia.org/wiki/Ezra_Pound
Which celestial body is famous for its prominent bands of clouds and the Great Red Spot?,Jupiter,https://en.wikipedia.org/wiki/Jupiter
"Define the term used to describe an idea, behavior, style, or cultural practice that spreads from person to person within a culture.",Meme,https://en.wikipedia.org/wiki/Meme
"What is the country that straddles Eastern Europe and Western Asia, with a small portion in Southeast Europe known as a transcontinental nation?",Turkey,https://en.wikipedia.org/wiki/Turkey
"What American artist, with a successful career in both acting and singing, became a pop culture phenomenon in Germany?",David Hasselhoff,https://en.wikipedia.org/wiki/David_Hasselhoff
"Identify the team that experienced the 'Bless You Boys' era in the 1980s, characterized by success and fandom.",Detroit Tigers,https://en.wikipedia.org/wiki/Detroit_Tigers
"What Canadian actor, known for his deadpan comedy, starred in the 'Naked Gun' film series?",Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
"Name the musician whose album 'Thriller' is the best-selling album of all time, with over 66 million copies sold.",Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
